weekend_of,sampled_at,theatre_name,tz,show_date,day_of_week,showtime,showtime_id,auditorium_type,adult_price,child_price,senior_price,convenience_fee,all_prices,raw_bytes
2026-09-18,2026-09-19T14:38:51Z,AMC Easton Town Center 30,ET,2026-09-18,Friday,8:00pm,146413589,IMAX with Laser at AMC,23.09,19.94,21.51,2.99,"{""Adult"":23.09,""Child"":19.94,""Senior"":21.51}",9352
2026-09-18,2026-09-19T14:38:53Z,AMC Easton Town Center 30,ET,2026-09-18,Friday,8:30pm,146810971,Thrills & Chills,16.79,13.64,15.21,2.69,"{""Adult"":16.79,""Child"":13.64,""Senior"":15.21}",9313
2026-09-18,2026-09-19T14:38:53Z,AMC Easton Town Center 30,ET,2026-09-18,Friday,9:30pm,147055395,PRIME at AMC,22.56,19.41,20.99,2.99,"{""Adult"":22.56,""Child"":19.41,""Senior"":20.99}",9356
2026-09-18,2026-09-19T14:38:54Z,AMC Easton Town Center 30,ET,2026-09-18,Friday,10:00pm,146413613,Dolby Cinema at AMC,23.09,19.94,21.51,2.99,"{""Adult"":23.09,""Child"":19.94,""Senior"":21.51}",9389
2026-09-18,2026-09-19T14:38:55Z,AMC Easton Town Center 30,ET,2026-09-19,Saturday,2:45pm,146413658,Open Caption (On-screen Subtitles),13.43,10.91,12.17,2.69,"{""Adult"":13.43,""Child"":10.91,""Senior"":12.17}",9474
2026-09-18,2026-09-19T14:38:56Z,AMC Easton Town Center 30,ET,2026-09-20,Sunday,11:15am,147089009,English Spoken with Spanish Subtitles,13.43,10.91,12.17,2.69,"{""Adult"":13.43,""Child"":10.91,""Senior"":12.17}",10234
2026-09-18,2026-09-19T14:38:57Z,AMC DINE-IN Holly Springs 9,ET,2026-09-18,Friday,7:45pm,146401673,Dolby Cinema at AMC,21.44,18.22,19.83,2.99,"{""Adult"":21.44,""Child"":18.22,""Senior"":19.83}",9493
2026-09-18,2026-09-19T14:38:58Z,AMC DINE-IN Holly Springs 9,ET,2026-09-18,Friday,11:00pm,146401642,Dine-In Delivery to Seat,15.0,11.79,13.4,2.69,"{""Adult"":15.0,""Child"":11.79,""Senior"":13.4}",9415
2026-09-18,2026-09-19T14:38:59Z,AMC Grove City 14,ET,2026-09-18,Friday,8:45pm,147117225,Thrills & Chills,9.49,7.49,8.49,2.69,"{""Adult"":9.49,""Child"":7.49,""Senior"":8.49}",9180
2026-09-18,2026-09-19T14:39:00Z,AMC Grove City 14,ET,2026-09-18,Friday,9:45pm,146499859,IMAX at AMC,14.49,12.49,13.49,2.99,"{""Adult"":14.49,""Child"":12.49,""Senior"":13.49}",9262
2026-09-18,2026-09-19T14:39:00Z,AMC Pottsgrove 12,ET,2026-09-18,Friday,8:30pm,147036493,Thrills & Chills,11.99,8.99,10.49,2.69,"{""Adult"":11.99,""Child"":8.99,""Senior"":10.49}",9187
2026-09-18,2026-09-19T14:39:01Z,AMC Pottsgrove 12,ET,2026-09-18,Friday,9:30pm,146401853,XL at AMC,14.99,11.99,13.49,2.99,"{""Adult"":14.99,""Child"":11.99,""Senior"":13.49}",9222
2026-09-18,2026-09-19T14:39:01Z,AMC Pottsgrove 12,ET,2026-09-20,Sunday,1:00pm,146401888,Open Caption (On-screen Subtitles),9.59,7.19,8.39,2.69,"{""Adult"":9.59,""Child"":7.19,""Senior"":8.39}",9821
2026-09-18,2026-09-19T14:39:02Z,AMC 309 Cinema 9,ET,2026-09-18,Friday,9:30pm,146874292,Laser at AMC,15.99,12.99,14.49,2.69,"{""Adult"":15.99,""Child"":12.99,""Senior"":14.49}",9309
2026-09-18,2026-09-19T14:39:03Z,AMC St. Charles Town Ctr 9,ET,2026-09-18,Friday,10:00pm,146535772,Laser at AMC,17.04,13.74,15.39,2.69,"{""Adult"":17.04,""Child"":13.74,""Senior"":15.39}",9390
2026-09-18,2026-09-19T14:39:04Z,AMC Village 7,ET,2026-09-18,Friday,8:30pm,146603737,Laser at AMC,22.49,19.49,20.99,2.69,"{""Adult"":22.49,""Child"":19.49,""Senior"":20.99}",9350
2026-09-18,2026-09-19T14:39:05Z,AMC Village 7,ET,2026-09-19,Saturday,11:45am,147064411,Open Caption (On-screen Subtitles),17.99,15.59,16.79,2.69,"{""Adult"":17.99,""Child"":15.59,""Senior"":16.79}",10279
2026-09-18,2026-09-19T14:39:06Z,AMC Fairgrounds 10,ET,2026-09-18,Friday,8:30pm,147051925,Thrills & Chills,12.99,9.99,11.49,2.69,"{""Adult"":12.99,""Child"":9.99,""Senior"":11.49}",9252
2026-09-18,2026-09-19T14:39:07Z,AMC Stony Brook 17,ET,2026-09-18,Friday,8:10pm,147083745,Thrills & Chills,17.49,14.49,15.99,2.69,"{""Adult"":17.49,""Child"":14.49,""Senior"":15.99}",9311
2026-09-18,2026-09-19T14:39:08Z,AMC Stony Brook 17,ET,2026-09-18,Friday,9:15pm,146424975,Dolby Cinema at AMC,23.99,20.99,22.49,2.99,"{""Adult"":23.99,""Child"":20.99,""Senior"":22.49}",9382
2026-09-18,2026-09-19T14:39:10Z,AMC Stony Brook 17,ET,2026-09-18,Friday,10:15pm,146425059,IMAX with Laser at AMC,23.99,20.99,22.49,2.99,"{""Adult"":23.99,""Child"":20.99,""Senior"":22.49}",9438
2026-09-18,2026-09-19T14:39:10Z,AMC Roosevelt Field 8,ET,2026-09-18,Friday,8:00pm,146610407,Laser at AMC,22.49,19.49,20.99,2.69,"{""Adult"":22.49,""Child"":19.49,""Senior"":20.99}",9357
2026-09-18,2026-09-19T14:39:12Z,AMC Raceway 10,ET,2026-09-18,Friday,9:10pm,146605734,Thrills & Chills,15.49,12.49,13.99,2.69,"{""Adult"":15.49,""Child"":12.49,""Senior"":13.99}",9176
2026-09-18,2026-09-19T14:39:12Z,AMC Orpheum 7,ET,2026-09-18,Friday,9:40pm,146597562,Laser at AMC,19.49,16.49,17.99,2.69,"{""Adult"":19.49,""Child"":16.49,""Senior"":17.99}",9255
2026-09-18,2026-09-19T14:39:14Z,AMC Orpheum 7,ET,2026-09-19,Saturday,1:40pm,146597568,Open Caption (On-screen Subtitles),15.59,13.19,14.39,2.69,"{""Adult"":15.59,""Child"":13.19,""Senior"":14.39}",9912
2026-09-18,2026-09-19T14:39:16Z,AMC Levittown 10,ET,2026-09-18,Friday,8:15pm,147088247,Laser at AMC,18.99,15.99,17.49,2.69,"{""Adult"":18.99,""Child"":15.99,""Senior"":17.49}",9312
2026-09-18,2026-09-19T14:39:16Z,AMC Fresh Meadows 7,ET,2026-09-18,Friday,8:40pm,147225963,Laser at AMC,23.49,20.49,21.99,2.69,"{""Adult"":23.49,""Child"":20.49,""Senior"":21.99}",9343
2026-09-18,2026-09-19T14:39:17Z,AMC Fresh Meadows 7,ET,2026-09-18,Friday,9:40pm,146407973,IMAX with Laser at AMC,30.49,27.49,28.99,2.99,"{""Adult"":30.49,""Child"":27.49,""Senior"":28.99}",9382
2026-09-18,2026-09-19T14:39:18Z,AMC Fresh Meadows 7,ET,2026-09-19,Saturday,12:00pm,146408034,Open Caption (On-screen Subtitles),18.79,16.39,17.59,2.69,"{""Adult"":18.79,""Child"":16.39,""Senior"":17.59}",10028
2026-09-18,2026-09-19T14:39:21Z,AMC Center Park 8,ET,2026-09-18,Friday,8:45pm,147158814,Thrills & Chills,16.49,13.19,14.84,2.69,"{""Adult"":16.49,""Child"":13.19,""Senior"":14.84}",9308
2026-09-18,2026-09-19T14:39:21Z,AMC Center Park 8,ET,2026-09-20,Sunday,2:30pm,146496455,Open Caption (On-screen Subtitles),13.19,10.55,11.87,2.69,"{""Adult"":13.19,""Child"":10.55,""Senior"":11.87}",9975
2026-09-18,2026-09-19T14:39:23Z,AMC Center Valley 16,ET,2026-09-18,Friday,8:15pm,146589722,Dolby Cinema at AMC,19.99,16.99,18.49,2.99,"{""Adult"":19.99,""Child"":16.99,""Senior"":18.49}",9336
2026-09-18,2026-09-19T14:39:23Z,AMC Center Valley 16,ET,2026-09-18,Friday,9:00pm,146589759,Thrills & Chills,13.49,10.49,11.99,2.69,"{""Adult"":13.49,""Child"":10.49,""Senior"":11.99}",9183
2026-09-18,2026-09-19T14:39:24Z,AMC Center Valley 16,ET,2026-09-18,Friday,10:00pm,146589768,IMAX at AMC,19.49,16.49,17.99,2.99,"{""Adult"":19.49,""Child"":16.49,""Senior"":17.99}",9179
2026-09-18,2026-09-19T14:39:25Z,AMC Fantasy 5,ET,2026-09-18,Friday,9:30pm,146427577,Thrills & Chills,17.49,14.49,15.99,2.69,"{""Adult"":17.49,""Child"":14.49,""Senior"":15.99}",9257
2026-09-18,2026-09-19T14:39:27Z,AMC Bethlehem 12,ET,2026-09-18,Friday,8:15pm,146425674,XL at AMC,17.81,14.57,16.19,2.99,"{""Adult"":17.81,""Child"":14.57,""Senior"":16.19}",9253
2026-09-18,2026-09-19T14:39:28Z,AMC Bethlehem 12,ET,2026-09-18,Friday,9:00pm,147220883,Laser at AMC,14.57,11.33,12.95,2.69,"{""Adult"":14.57,""Child"":11.33,""Senior"":12.95}",9267
2026-09-18,2026-09-19T14:39:29Z,AMC Bay Terrace 6,ET,2026-09-18,Friday,8:30pm,147047602,Laser at AMC,20.99,17.99,19.49,2.69,"{""Adult"":20.99,""Child"":17.99,""Senior"":19.49}",9334
2026-09-18,2026-09-19T14:39:30Z,AMC Bay Terrace 6,ET,2026-09-20,Sunday,5:15pm,147223727,Open Caption (On-screen Subtitles),20.99,17.99,19.49,2.69,"{""Adult"":20.99,""Child"":17.99,""Senior"":19.49}",9308
2026-09-18,2026-09-19T14:39:31Z,AMC 19th St. East 6,ET,2026-09-18,Friday,7:30pm,146524497,Laser at AMC,22.49,19.49,20.99,2.69,"{""Adult"":22.49,""Child"":19.49,""Senior"":20.99}",9381
2026-09-18,2026-09-19T14:39:32Z,AMC Magic Johnson Capital Center 12,ET,2026-09-18,Friday,9:00pm,146425139,Thrills & Chills,14.84,11.54,13.19,2.69,"{""Adult"":14.84,""Child"":11.54,""Senior"":13.19}",9312
2026-09-18,2026-09-19T14:39:33Z,AMC Magic Johnson Capital Center 12,ET,2026-09-18,Friday,10:00pm,146425255,IMAX at AMC,20.89,17.59,19.24,2.99,"{""Adult"":20.89,""Child"":17.59,""Senior"":19.24}",9364
